ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001397911-24-000043	2196035	Common Stock				148.0				I		By Co-Trustee of Grandchild's Trust #2	F2
0001397911-24-000043	2196034	Common Stock				148.0				I		By Co-Trustee of Grandchild's Trust #1	F2
0001971761-24-000001	2196060	Class A Common Shares				0.0				D			
0000715072-24-000079	2195932	Common Stock				3230.0				I		401(k)	
0000715072-24-000079	2195933	Common Stock				300.0				I		Children	
0000715072-24-000078	2195875	Common Stock				6480.0				I		401(k)	
0000715072-24-000072	2195874	Common Stock				18038.0				I		401(k)	
0000902664-24-002662	2195937	Common Stock, par value $0.00001 per share				3612211.0				I		See footnotes	F2, F1
0000351817-24-000063	2196085	SilverBow Resources, Inc. Common Stock				0.0				D			
0001415889-24-009330	2195876	Ordinary Shares				3801000.0				I		By Frazier Lifesciences Sponsor LLC	F2
0001104659-24-040564	2196018	Class A common stock				7196496.0				I		By CC NB Sponsor 2 Holdings LLC	F5
0000950170-24-038089	2195930	Common Stock				666666.0				I		See Note 5	F5
0000950170-24-038089	2195929	Common Stock				666667.0				I		See Note 4	F4
0001397911-24-000037	2195900	Common Stock				2775.0				I		Held by Spouse's Trust	
0001038357-24-000037	2195982	Common Stock				8.0				I		401(k)	F1
0001675644-24-000044	2196025	Common Stock				9300.0				I		IRA	
0001415889-24-009320	2195967	Class A Common Stock				1703391.0	F8			D			
0001428205-24-000073	2195950	Common Stock				52.84				D	F1		
0001538843-24-000005	2195889	EPAM Common Stock				436189.0				I	F2	See footnote	
0001735276-24-000033	2195984	Common Stock				12881.0				D		by Managed Account	F1
0001735276-24-000033	2195985	Common Stock				537.0				I			
0000016732-24-000066	2195903	Common Stock				1333.0				I		Hera Management LLC	F3
0000016732-24-000066	2195902	Common Stock				13230543.0				I		Contango Limited LP	F2
0000016732-24-000066	2195901	Common Stock				103974.0				I		Trust for Daughter	F1
0001415889-24-009316	2196026	Class A Common Stock				413810.0	F8			D			
0001062993-24-007347	2196011	Common Stock				3961.0				I		By Spouse	F2
0000752642-24-000037	2195892	UMH Properties, Inc.				83982.18				D		The Landy 2022 Family Trust	
0000752642-24-000037	2195893	UMH Properties, Inc.				45660.56				I		Juniper Plaza Associates, LTD.	
0000752642-24-000037	2195894	UMH Properties, Inc.				37903.0				I		Samuel Landy Family LTD Partnership	
0000752642-24-000037	2195895	UMH Properties, Inc.				16220.0				I		Windsor Industrial Park Associates, LTD.	
0000752642-24-000037	2195896	UMH Properties, Inc.				24670.0				I		Windsor Industrial Park Associates, LTD.	
0000752642-24-000037	2195897	UMH Properties, Inc. (Preferred D)				900.0				I			
0001732239-24-000003	2196010	EPAM Common Stock				15737.0				I		Dvorkin Family Trust	
0000016732-24-000058	2196056	Common Stock				180000.0				I		Spousal Trust	F4
0000016732-24-000058	2196053	Common Stock				450705.0				I		ADvB 2016 GRAT	F1
0000016732-24-000058	2196054	Common Stock				2857.0				I		Family management company	F2
0000016732-24-000058	2196055	Common Stock				3994.0				I		Family management company	F3, F1
0002016984-24-000002	2196077	Common Stock				17090.0	F1			D			
0001654954-24-003864	2195992	Common Stock, par value $0.01 per share				271.0				D	F1		
0001654954-24-003864	2195993	Common Stock, par value $0.01 per share				11402.0				D	F2		
0001654954-24-003864	2195994	Common Stock, par value $0.01 per share				1775.0				D	F3		
0001415889-24-009309	2196024	Class A Common Stock				15388.0				D			
0000950170-24-038021	2195987	Common Stock				181698.0	F1			D			
0001127602-24-011373	2195935	Common Stock				327.0				I		By 401(k) Plan	
0000950170-24-038014	2195954	Common Stock				34000.0	F6			D			
0000950170-24-038014	2195952	Common Stock				875.0	F4			D			
0000950170-24-038014	2195953	Common Stock				750.0	F5			D			
0000950170-24-038013	2196032	Common Stock				34000.0	F5			D			
0000950170-24-038013	2196031	Common Stock				750.0	F4			D			
0000950170-24-038013	2196030	Common Stock				875.0	F3			D			
0000950170-24-037995	2196027	Common Stock, $.01 par value				3336.0	F2			I		401K, by Spouse	
0000950170-24-037995	2196028	Common Stock, $.01 par value				8074.0	F2			I		401K	
0000950170-24-037995	2196029	Common Stock, $.01 par value				15100.0				D			
0000752642-24-000036	2195947	UMH Properties, Inc.				42912.51				I			
0000752642-24-000036	2195946	UMH Properties, Inc.				33561.29				I		Landy & Landy Employees' Profit Sharing Plan	
0000752642-24-000036	2195945	UMH Properties, Inc.				152880.0				I		Landy & Landy Employees' Pension Plan	
0000752642-24-000036	2195944	UMH Properties, Inc.				112849.0				I		Eugene W. and Gloria Landy Family Foundation	
0000752642-24-000036	2195943	UMH Properties, Inc.				993757.9				D		The Sheltered Family Trust	
0001437749-24-009800	2195926	Common Stock				7452.0	F3, F1			I		CDK Partners LP	
0001437749-24-009800	2195928	Common Stock				180.0	F3, F1			I		Spouse	
0001437749-24-009800	2195927	Common Stock				16647.0	F3, F1			I		CDK Fund Ltd	
0001437749-24-009800	2195925	Common Stock				4416.0	F3, F1			I		Horizon Kinetics Hard Assets II LLC	
0000752642-24-000034	2195973	UMH Properties, Inc. (Preferred D)				337.0				D			
0000752642-24-000033	2195955	UMH Properties, Inc.				10977.21				I		Held by Spouse	
0000752642-24-000033	2195957	UMH Properties, Inc.				45660.56				I		The Landy 2022 Family Trust	
0000752642-24-000033	2195956	UMH Properties, Inc.				44149.69				I		Held with Spouse	
0000752642-24-000033	2195958	UMH Properties, Inc.				48000.0				I		Co-Manager of EWL Grandchildren Fund LLC	
0001127602-24-011372	2195991	Class A Common Stock				300000.0				I		By GC Investments LLC	F4
0001127602-24-011372	2195990	Class A Common Stock				187475.0				I		By The Lauren Christ Irrevocable Trust Dated May 8, 2015	F3
0001127602-24-011372	2195989	Class A Common Stock				187475.0				I		By The Dana Christ Irrevocable Trust Dated May 8, 2015	F3
0001562180-24-003029	2195959	Common Stock				13623.0	F1			I		401k Trust	
0001104659-24-040331	2196074	Common Shares				72585.0				D			
0001593968-24-000507	2195842	Common Stock				6104.95				D			
0000350894-24-000048	2195627	Common Stock				14078.0				I		By 401(k)	
0001437749-24-009720	2195794	Common Stock				8.0	F2, F1			I		Horizon Kinetics Asset Management LLC	
0000350894-24-000046	2195687	Common Stock				14078.0				I			
0000350894-24-000046	2195686	Common Stock				20752.0				D	F1	By 401(k)	
0000350894-24-000044	2195635	Common Stock				17297.0				D	F1	By 401(k) Plan	
0000350894-24-000044	2195636	Common Stock				10768.0				I			
0001127602-24-011335	2195695	Class M-I Common Stock				16612.63				I		Through Lynn C. Thurber Revocable Trust dated June 12, 2020	
0001679788-24-000056	2195667	Class A Common Stock				42869.0				I		By Gherardesca LLC	F2
0001415889-24-009284	2195728	Common Stock				1675863.0				I		By Walter Timothy Winn 2015 Irrevocable Trust	F5, F6
0001415889-24-009283	2195768	Common Stock				744829.0				I		By Angelo Joseph Renda Trust	F5, F7
0001415889-24-009283	2195767	Common Stock				69446.0				I		By Christy Lee Renda 2015 Irrevocable Trust	F5, F6
0001415889-24-009283	2195766	Common Stock				1560155.0				I		By Rudolph V. Renda, Jr., 2015 Irrevocable Trust	F5, F4
0001415889-24-009283	2195769	Common Stock				744829.0				I		By Lola Sofia Renda Trust	F5, F8
0001415889-24-009281	2195823	Common Stock				69270.0				I		By Amanda Delee Renda	F5, F9
0001415889-24-009281	2195822	Common Stock				2211394.0				I		By Santino Leonidas Renda Trust	F5, F8
0001415889-24-009281	2195821	Common Stock				2211394.0				I		By Dominic Vincent Renda Trust	F5, F7
0001415889-24-009281	2195820	Common Stock				2211394.0				I		By Madison Nicole Renda Trust	F5, F6
0001415889-24-009281	2195819	Common Stock				6140497.0				I		By Frank Renda 2015 Irrevocable Trust	F5, F4
0000950103-24-004510	2195619	Class A Common Stock				320000.0				I		By Chan Zuckerberg Initiative Advocacy	F14
0000950103-24-004508	2195653	Class A Common Stock				320000.0				I		By Chan Zuckerberg Initiative Advocacy	F22
0000950103-24-004504	2195698	Class A Common Stock				320000.0				I		By Chan Zuckerberg Initiative Advocacy	F17
0001415889-24-009278	2195717	Common Stock				5235.0				I		See footnote	F3
0000950103-24-004501	2195810	Class A Common Stock				320000.0				I		By Chan Zuckerberg Initiative Advocacy	F30
0000950103-24-004499	2195648	Class A Common Stock				320000.0				I		By Chan Zuckerberg Initiative Advocacy	F26
0000950170-24-037506	2195752	Common Stock				41025.0				I		See footnotes	F3, F2, F4
0000950170-24-037506	2195751	Common Stock				27349.0				I		See footnotes	F3, F4, F1
0001415889-24-009274	2195656	Class A Common Stock				59383.0				D			
0001415889-24-009274	2195660	Class A Common Stock				0.0				I		By Private Foundation	F5
0001415889-24-009274	2195659	Class A Common Stock				9805.0				I		By IGSB Cardinal Core BV, LLC	F4
0001415889-24-009274	2195658	Class A Common Stock				44037.0				I		By Pension Trust	F3
0001415889-24-009274	2195657	Class A Common Stock				142857.0				I		By IGSB Gaucho Fund I, LLC	F2
0000950170-24-037500	2195721	Common Stock				25641.0				D			
0000950170-24-037494	2195724	Common Stock				256410.0				D			
0001870484-24-000005	2195843	Class A Common Stock				117179.0	F1			D			
0000950170-24-037490	2195792	Common Shares				5175.0				I		by 401(k) plan	
0000950170-24-037491	2195715	Common Stock				102564.0				D		By City Hill, LLC	F1
0000950170-24-037491	2195716	Common Stock				25641.0				I			
0000950170-24-037484	2195754	Common Stock				27349.0				I		See footnotes	F3, F1
0000950170-24-037484	2195755	Common Stock				41025.0				I		See footnotes	F3, F2
0001062993-24-007281	2195836	Common units representing limited partner interests				24511.0				D			
0001062993-24-007280	2195655	Common units representing limited partner interests				114139.0				D			
0001062993-24-007278	2195839	Common units representing limited partner interests				22551.0				D			
0001062993-24-007276	2195735	Common units representing limited partner interests				22778.49				D			
0001062993-24-007274	2195756	Common units representing limited partner interests				555587.0				D		By family trusts	
0001062993-24-007274	2195757	Common units representing limited partner interests				570408.0				I		By Larea Holdings LLC	
0001062993-24-007274	2195758	Common units representing limited partner interests				564984.0				I		By Alfred A. Slifka 1990 Trust Under Article II-A	
0001062993-24-007274	2195759	Common units representing limited partner interests				1831957.0				I			
0000950170-24-037472	2195719	Common Stock				27349.0				I		See footnotes	F3, F1
0000950170-24-037472	2195720	Common Stock				41025.0				I		See footnotes	F3, F2
0001628280-24-013426	2195808	Ordinary Shares				3065968.0				D			
0000950170-24-037470	2195621	Common Stock				40.0				I		By child	
0000950170-24-037470	2195622	Common Stock				40.0				I		By child	
0000950170-24-037470	2195620	Common Stock				40.0				I		By child	
0000950170-24-037469	2195763	Common Stock				200.0				I		By child	
0000950170-24-037469	2195762	Common Stock				200.0				I		By child	
0000950170-24-037469	2195761	Common Stock				200.0				I		By child	
0000950170-24-037469	2195760	Common Stock				200.0				I		By spouse	
0000950170-24-037462	2195693	Common Stock				40.0				I		By child	
0000950170-24-037462	2195692	Common Stock				40.0				I		By child	
0000950170-24-037462	2195691	Common Stock				320.0				I		By spouse	
0000950170-24-037461	2195790	Common Stock				40.0				I		By child	
0000950170-24-037461	2195791	Common Stock				40.0				I		By child	
0000950170-24-037459	2195862	Common Stock				40.0				I		By child	
0000950170-24-037459	2195861	Common Stock				40.0				I		By child	
0000950170-24-037459	2195860	Common Stock				400.0				I		By spouse	
0000950170-24-037457	2195750	Common Stock				1000.0				I		See footnotes	F3, F2
0001415889-24-009268	2195852	Common Stock				902904.0				I		See footnotes	F3, F6
0001596532-24-000121	2195858	Common Stock				12000.0				I			
0001596532-24-000121	2195856	Common Stock				17681.0				D		By Trust for Nephew	F4
0001596532-24-000121	2195857	Common Stock				12000.0				I		By Trust for Niece	F4
0001050915-24-000076	2195722	Common Stock				20000.0				I		by Redgie Probst Trust	
0001062993-24-007273	2195835	Common units representing limited partner interests				3908.0				D			
0001062993-24-007272	2195869	Common units representing limited partner interests				8409.0				D			
0001062993-24-007271	2195855	Common units representing limited partner interests				8409.0				D			
0001062993-24-007270	2195824	Common units representing limited partner interests				8909.0				D		By the Cynthia A. Pereira Revocable Trust dated April 30, 2014.	
0001062993-24-007270	2195825	Common units representing limited partner interests				2000.0				I			
0001050915-24-000073	2195676	Common Stock				375.0				I		By younger daughter	
0001050915-24-000071	2195837	Common Stock				20000.0				I		By Austin 1999 Family Trust	
0000950170-24-037444	2195727	Common Stock				40.0				I		By child	
0000950170-24-037444	2195726	Common Stock				40.0				I		By child	
0000950170-24-037444	2195725	Common Stock				40.0				I		By spouse	
0001771515-24-000083	2195870	Common Stock				9990.0				D			
0001415889-24-009263	2195786	Common Shares				229151.0				I		IRA Accounts	F2
0001415889-24-009263	2195787	Common Shares				94120.0				I		Trust	F3
0001415889-24-009263	2195788	Common Shares				173750.0				D	F4		
0000950170-24-037440	2195816	Common Stock				281544.0	F1			D			
0001562180-24-003027	2195634	Common Stock				371629.0				I		GRAT	F4
0001140361-24-015743	2195736	Class A Common Stock				50425.0				I		See footnotes	F5
0001415889-24-009249	2195817	Common Shares				124677.0				D			
0000929638-24-001253	2195744	Common Stock, par value $0.0001 per share				4150.0				I		Spouse	
0001730168-24-000035	2195785	Common Stock, $0.001 par value				55.0				I		By spouse as custodian for Child 4	
0001730168-24-000035	2195784	Common Stock, $0.001 par value				55.0				I		By spouse as custodian for Child 3	
0001730168-24-000035	2195783	Common Stock, $0.001 par value				55.0				I		By Child 2	
0001730168-24-000035	2195782	Common Stock, $0.001 par value				55.0				I		By Child 1	
0001730168-24-000035	2195781	Common Stock, $0.001 par value				72092.0				I		By Trust	
0001628280-24-013421	2195841	Class A Common Stock				30068.0				I		By The Slowe Family Trust dated January 26, 2012	
0000950170-24-037418	2195840	Class B Common Stock				6398144.0				I		See Footnotes	F3, F5, F2, F4
0001299709-24-000084	2195639	Common Stock				2587.0				I		401(k) Plan	
0001299709-24-000083	2195694	Common Stock				2440.0				I		401(k) Plan	
0001299709-24-000082	2195793	Common Stock				2587.0				I		401(k) Plan	
0001299709-24-000081	2195718	Common Stock				1108.0				I		401(k) Plan	
0001299709-24-000080	2195703	Common Stock				1891.0				I		401(k) Plan	
0001299709-24-000079	2195626	Common Stock				2594.0				I		401(k) Plan	
0001299709-24-000078	2195859	Common Stock				3059.0				I		401(k) Plan	
0001225208-24-004579	2195712	Common Stock				638.0				I		By 401(k) Plan	
0001062993-24-007250	2195704	Common Stock				21014.0				I		By ESOP	
0001209191-24-005110	2195618	Common Stock				6181.0				I		by 401(k) plan	
0001209191-24-005109	2195652	Common Stock				2030.0				I		By 401k Plan	
0001209191-24-005108	2195844	Common Stock				1005.0				I		by 401(k) plan	
0000950170-24-037377	2195713	Common Stock				36277.0				I		By Violette Holdings LLC	F1
0001104659-24-039771	2195677	Common Stock				3490.0				I		By wife	
0001209191-24-005105	2195662	Common Stock				4045.0				I		through 401(k) plan	
0000950170-24-037367	2195801	Common Stock				503296.0				I		By Atlas Venture Opportunity Fund I, L.P.	F2
0000950170-24-037367	2195802	Common Stock				724549.0				I		By Atlas Venture Opportunity Fund II, L.P.	F3
0000950170-24-037367	2195800	Common Stock				864261.0				I		By Atlas Venture Fund X, L.P.	F1
0001209191-24-005104	2195850	Common Stock				19079.0				I		401k plan	
0001209191-24-005104	2195851	Common Stock				2565.0				I		by spouse	F3
0000950170-24-037362	2195672	Common Stock				2252987.0				I		By OrbiMed Private Investments VII, LP	F2, F1
0001209191-24-005103	2195811	Common Stock				11578.0				I		by 401(k) plan	
0001209191-24-005103	2195813	Common Stock				34293.0				I		Through investment entity	F4
0001209191-24-005103	2195812	Common Stock				53862.0				I		By Spouse	F3
0001209191-24-005102	2195868	Common Stock				5878.0				I		Through 401(k) plan	
0000950170-24-037354	2195661	Common Stock				5431.0				I		By the Kathleen LaPorte Revocable Trust	F1
0000950170-24-037353	2195778	Common Stock				480000.0				I		By S M Schultz Irrevocable Trust	
0000950170-24-037353	2195780	Series A Preferred				500000.0				D			
0000950170-24-037353	2195779	Common Stock				40996.0				I		By Spouse	
0000950170-24-037341	2195838	Common Stock				2252987.0				I		By OrbiMed Private Investments VII, LP	F2, F1
